bank_name,channel,text_id,tid,status,text,re_ori,startTime,loanType,curTimes,paidMoney,deadline,ctype2,ctype1,curShouldRefund,isInitial,isLoan,fee,overAmount,cardNo,sum,returnDate,loanDate,totalAmount,currencyType,totalPeriod,tags,isPayOff,sumMoney,cardLevel,cardType,overDays,accountType,debitNo,curRefund,totalTimes,cardStatus,deadTime,totalCredit,paidPeriod,cardUsage,balance
上海农商银行,上海农商银行,nsShanghai_16~0,nsShanghai_12,SUCCESS,尊敬的客户，您的住房贷款（贷款账号尾号为4581XX）本期贷款本息（共{2018.81}元）我行已收到，感谢支持！【上海农商银行】,".*?[您贵].*?贷款.*?尾号为(\d{3,4}).*?贷款本息.*?(-?\d+\.?\d*).*?已收到",,OTHER,,-1.0,,0.0,LOAN,-1.0,0.0,,,,4581,,,-1,,RMB,-1.0,"收到,贷款,住房贷款",-1.0,2018.81,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_16~0,nsShanghai_16,SUCCESS,尊敬的客户，您的住房贷款（贷款账号尾号为4581XX）本期贷款本息（共{2018.81}元）我行已收到，感谢支持！【上海农商银行】,.*您的住房贷款.*本期贷款本息（共{(\d+\.?\d*)}元）我行已收到，感谢支持,,,,,,4.0,PAYOUT,,,,,,-1,2018.81,,,,RMB,,"收到,贷款,住房贷款,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_16~0,nsShanghai_26,SUCCESS,尊敬的客户，您的住房贷款（贷款账号尾号为4581XX）本期贷款本息（共{2018.81}元）我行已收到，感谢支持！【上海农商银行】,.*您的.*贷款（贷款账号尾号为.*）本期贷款本息（共{(\d+\.?\d*)}元）我行已收到,,,,,,4.0,PAYOUT,,,,,,-1,2018.81,,,,RMB,,"收到,贷款,住房贷款,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_17~0,nsShanghai_17,SUCCESS,【上海农商银行】您尾号3709的信用卡于12月1日成功办理一笔6期47797.38元的账单分期，,".*您尾号(\d{3,4})的信用卡于.*成功办理一笔(\d+)期(\d+\.?\d*)元的账单分期",,,,-1.0,-1,2.0,STAGING,-1.0,,,-1.0,,3709,47797.38,,,,RMB,6.0,"信用卡,",,,GENERAL,CREDIT,,PERSONAL,,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_17~0,nsShanghai_30,SUCCESS,【上海农商银行】您尾号3709的信用卡于12月1日成功办理一笔6期47797.38元的账单分期，,".*您尾号(\d{3,4})的信用卡于.*成功办理一笔(\d+)期(\d+\.?\d*)元的.*分期",,,,-1.0,-1,2.0,STAGING,-1.0,,,-1.0,,3709,47797.38,,,,RMB,6.0,"信用卡,",,,GENERAL,CREDIT,,PERSONAL,,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_15~0,nsShanghai_15,SUCCESS,【上海农商银行】您尾号5782信用卡12月1日19:53消费人民币8.00元，单笔消费满500可申请免息分期付款。,".*您尾号(\d{3,4})信用卡.*消费人民币(\d+\.?\d*)元",,,,,,7.0,PAYOUT,,,,,,5782,8.0,,,,RMB,,"消费,信用卡,人民币,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_18~0,nsShanghai_18,SUCCESS,【上海农商银行】截至12月01日19时39分，您的上海农商信用卡溢缴9828.82元，可用额度为9828.82元,.*您的.*信用卡溢缴(\d+\.?\d*)元，可用额度为(\d+\.?\d*)元,,,,,,99.0,PAYOUT,,,,,,-1,-1.0,,,,RMB,,"信用卡,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,9828.82
上海农商银行,上海农商银行,nsShanghai_11~0,nsShanghai_12,SUCCESS,尊敬的客户，您的住房贷款（贷款账号尾号为8888XX）本期贷款本息（共{8888.88}元）我行已收到，感谢支持！【上海农商银行】,".*?[您贵].*?贷款.*?尾号为(\d{3,4}).*?贷款本息.*?(-?\d+\.?\d*).*?已收到",,OTHER,,-1.0,,0.0,LOAN,-1.0,0.0,,,,8888,,,-1,,RMB,-1.0,"收到,贷款,住房贷款",-1.0,8888.88,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_10~0,nsShanghai_10,SUCCESS,【上海农商银行】您尾号8888的信用卡于88月88日成功放款一笔88期888888.88元的鑫福金分期，请留意您收款账户的余额情况，,".*?您(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])于.*?成功放款一笔.*?(-?\d+\.?\d*)元的.*?分期",,,,,,5.0,INCOME,,,,,,8888,888888.88,,,,RMB,,"信用卡,余额",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_2~1,nsShanghai_27,SUCCESS,【上海农商银行】贵司账户8888于8月8日糖果英语8-8月租金物业转入人民币888888元，付款方：沈秋华，当前余额为888888.88元，,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)",,,,,,3.0,INCOME,,,,,,8888,888888.0,,,,RMB,,"余额,转入,付款,人民币,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_2~2,nsShanghai_2,SUCCESS,【上海农商银行】贵司账户1111于111月111日太保产险标的沪D111111A，直赔标的沪CR1111111111R傅莹凯转入人民币111元，付款方：中国太平洋财产保险股份有限公司，当前余额为11111.11元，,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货)(人民币|RMB|CNY)(-?\d+\.?\d*)元(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,1.0,INCOME,,,,,,1111,111.0,,,,RMB,,"余额,太保,转入,付款,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,11111.11
上海农商银行,上海农商银行,nsShanghai_2~2,nsShanghai_4,SUCCESS,【上海农商银行】贵司账户1111于111月111日太保产险标的沪D111111A，直赔标的沪CR1111111111R傅莹凯转入人民币111元，付款方：中国太平洋财产保险股份有限公司，当前余额为11111.11元，,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,1.0,INCOME,,,,,,1111,111.0,,,,WAI_BI,,"余额,太保,转入,付款,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,11111.11
上海农商银行,上海农商银行,nsShanghai_2~2,nsShanghai_27,SUCCESS,【上海农商银行】贵司账户1111于111月111日太保产险标的沪D111111A，直赔标的沪CR1111111111R傅莹凯转入人民币111元，付款方：中国太平洋财产保险股份有限公司，当前余额为11111.11元，,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)",,,,,,1.0,INCOME,,,,,,1111,111.0,,,,RMB,,"余额,太保,转入,付款,人民币,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_3~0,nsShanghai_3,SUCCESS,【上海农商银行】您账户9999借记卡11月11日银联入账1234567898765432天弘基金管理有限公司美元888.88元,".*?您.*?(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)元(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,1.0,INCOME,,,,,,9999,6389.36,,,,WAI_BI,,"入账,银联,借记卡,美元,基金",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_3~1,nsShanghai_3,SUCCESS,【上海农商银行】您账户8888借记卡8月8日银联入账余额宝美元8888元,".*?您.*?(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)元(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,2.0,INCOME,,,,,,8888,63887.84,,,,WAI_BI,,"余额,入账,银联,借记卡,美元",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_11~0,nsShanghai_11,SUCCESS,尊敬的客户，您的住房贷款（贷款账号尾号为8888XX）本期贷款本息（共{8888.88}元）我行已收到，感谢支持！【上海农商银行】,".*?[您贵].*?(住房|公积金|经营用房)贷款.*?尾号为(\d{3,4}).*?贷款本息.*?(-?\d+\.?\d*).*?已收到",,FANG,,-1.0,,0.0,LOAN,-1.0,0.0,,,,8888,,,-1,,RMB,-1.0,"收到,贷款,住房贷款",-1.0,8888.88,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_4~0,nsShanghai_4,SUCCESS,【上海农商银行】贵司账户8888于8月8日使用单位卡8888ATM转账存入美元8888元,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,2.0,INCOME,,,,,,8888,63887.84,,,,WAI_BI,,"转账,美元,存入",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_5~0,nsShanghai_5,SUCCESS,【上海农商银行】您账户8888于8月8日十一月88.8天工资转出人民币8888.8元，收款方：李红，当前余额为88888.88元，,".*?您(.{0,10}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?([^期]消费[^总]|网上交易|取现|[^通宝捷]支付[^宝平]|支出|转出|取出|发生一笔.*?付款).*?人?民币(-?\d+\.?\d*)(.*?(余额|金额[^“”（）]).*?(-?\d+\.?\d*))?",,,,,,8.0,PAYOUT,,,,,,8888,8888.8,,,,RMB,,"余额,人民币,转出,收款,工资",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,88888.88
上海农商银行,上海农商银行,nsShanghai_5~0,nsShanghai_19,SUCCESS,【上海农商银行】您账户8888于8月8日十一月88.8天工资转出人民币8888.8元，收款方：李红，当前余额为88888.88元，,".*您账户(\d{3,4})于.*(取出|转出)人民币(\d+\.?\d*).*当前余额为(\d+\.?\d*)",,,,,,8.0,PAYOUT,,,,,,8888,8888.8,,,,RMB,,"余额,人民币,转出,收款,工资,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,88888.88
上海农商银行,上海农商银行,nsShanghai_5~0,nsShanghai_22,SUCCESS,【上海农商银行】您账户8888于8月8日十一月88.8天工资转出人民币8888.8元，收款方：李红，当前余额为88888.88元，,".*您账户(\d{3,4})于.*(取出|转出)人民币(\d+\.?\d*)",,,,,,8.0,PAYOUT,,,,,,8888,8888.8,,,,RMB,,"余额,人民币,转出,收款,工资,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_6~0,nsShanghai_6,SUCCESS,【上海农商银行】贵司账户9999于11月11日手续费扣收取出人民币888.88元，,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?([^期]消费|网上交易|取现|[^通宝捷]支付|支出|转出|取出|发生一笔.*?付款).*?人民币(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*))?",,,,,,5.0,PAYOUT,,,,,,9999,888.88,,,,RMB,,"取出,扣收,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_6~0,nsShanghai_24,SUCCESS,【上海农商银行】贵司账户9999于11月11日手续费扣收取出人民币888.88元，,".*贵司账户(\d{3,4})于.*(取出|转出)人民币(\d+\.?\d*)",,,,,,5.0,PAYOUT,,,,,,9999,888.88,,,,RMB,,"取出,扣收,人民币,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_9~0,nsShanghai_9,SUCCESS,【上海农商银行】尊敬的客户，您申请的鑫享贷已于8888年88月88日发放至您指定的收款账户，放款金额88888.88元，,.*?[您贵].*?贷已.*?发放.*?金额(-?\d+\.?\d*)元,,OTHER,,-1.0,,99.0,LOAN,-1.0,1.0,,,,-1,,,-1,,RMB,-1.0,发放,-1.0,88888.88,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_4~1,nsShanghai_4,SUCCESS,【上海农商银行】贵司账户8888于8月8日糖果英语8-8月租金物业转入美元888888元，付款方：沈秋华，当前余额为888888.88元，,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,3.0,INCOME,,,,,,8888,6389416.44,,,,WAI_BI,,"余额,转入,付款,美元",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,6389422.77
上海农商银行,上海农商银行,nsShanghai_2~1,nsShanghai_4,SUCCESS,【上海农商银行】贵司账户8888于8月8日糖果英语8-8月租金物业转入人民币888888元，付款方：沈秋华，当前余额为888888.88元，,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,3.0,INCOME,,,,,,8888,888888.0,,,,WAI_BI,,"余额,转入,付款,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,888888.88
上海农商银行,上海农商银行,nsShanghai_19~0,nsShanghai_5,SUCCESS,您账户1362于12月1日ATM取款取出人民币200，当前余额为7130.7。,".*?您(.{0,10}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?([^期]消费[^总]|网上交易|取现|[^通宝捷]支付[^宝平]|支出|转出|取出|发生一笔.*?付款).*?人?民币(-?\d+\.?\d*)(.*?(余额|金额[^“”（）]).*?(-?\d+\.?\d*))?",,,,,,2.0,PAYOUT,,,,,,1362,200.0,,,,RMB,,"取出,余额,取款,人民币",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,7130.7
上海农商银行,上海农商银行,nsShanghai_19~0,nsShanghai_22,SUCCESS,您账户1362于12月1日ATM取款取出人民币200，当前余额为7130.7。,".*您账户(\d{3,4})于.*(取出|转出)人民币(\d+\.?\d*)",,,,,,2.0,PAYOUT,,,,,,1362,200.0,,,,RMB,,"取出,余额,取款,人民币,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_24~1,nsShanghai_24,SUCCESS,贵司账户7312于12月2日货款转出人民币1271，收款方：上海桥诗阀门制造有限公司。,".*贵司账户(\d{3,4})于.*(取出|转出)人民币(\d+\.?\d*)",,,,,,8.0,PAYOUT,,,,,,7312,1271.0,,,,RMB,,"转出,收款,人民币,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_25~0,nsShanghai_4,SUCCESS,贵司账户1772于12月2日汇兑转入人民币30000，付款方：世曜金属新材料（上海）有限公司，当前余额为134907.86。,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,1.0,INCOME,,,,,,1772,30000.0,,,,WAI_BI,,"余额,转入,付款,人民币,金属",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,134907.86
上海农商银行,上海农商银行,nsShanghai_25~0,nsShanghai_25,SUCCESS,贵司账户1772于12月2日汇兑转入人民币30000，付款方：世曜金属新材料（上海）有限公司，当前余额为134907.86。,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)，.*当前余额为(\d+\.?\d*)",,,,,,1.0,INCOME,,,,,,1772,30000.0,,,,RMB,,"余额,转入,付款,人民币,金属,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,134907.86
上海农商银行,上海农商银行,nsShanghai_25~0,nsShanghai_27,SUCCESS,贵司账户1772于12月2日汇兑转入人民币30000，付款方：世曜金属新材料（上海）有限公司，当前余额为134907.86。,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)",,,,,,1.0,INCOME,,,,,,1772,30000.0,,,,RMB,,"余额,转入,付款,人民币,金属,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_25~1,nsShanghai_4,SUCCESS,贵司账户7706于12月2日个贷业务记账存入人民币220000，当前余额为2016127.84。,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,2.0,INCOME,,,,,,7706,220000.0,,,,WAI_BI,,"人民币,余额,存入",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,2016127.84
上海农商银行,上海农商银行,nsShanghai_25~1,nsShanghai_25,SUCCESS,贵司账户7706于12月2日个贷业务记账存入人民币220000，当前余额为2016127.84。,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)，.*当前余额为(\d+\.?\d*)",,,,,,2.0,INCOME,,,,,,7706,220000.0,,,,RMB,,"人民币,余额,存入,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,2016127.84
上海农商银行,上海农商银行,nsShanghai_24~1,nsShanghai_6,SUCCESS,贵司账户7312于12月2日货款转出人民币1271，收款方：上海桥诗阀门制造有限公司。,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?([^期]消费|网上交易|取现|[^通宝捷]支付|支出|转出|取出|发生一笔.*?付款).*?人民币(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*))?",,,,,,8.0,PAYOUT,,,,,,7312,1271.0,,,,RMB,,"转出,收款,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_25~1,nsShanghai_27,SUCCESS,贵司账户7706于12月2日个贷业务记账存入人民币220000，当前余额为2016127.84。,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)",,,,,,2.0,INCOME,,,,,,7706,220000.0,,,,RMB,,"人民币,余额,存入,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_26~0,nsShanghai_12,SUCCESS,尊敬的客户，您的经营用房贷款（贷款账号尾号为6641XX）本期贷款本息（共{27355.69}元）我行已收到，感谢支持！【上海农商银行】,".*?[您贵].*?贷款.*?尾号为(\d{3,4}).*?贷款本息.*?(-?\d+\.?\d*).*?已收到",,OTHER,,-1.0,,99.0,LOAN,-1.0,0.0,,,,6641,,,-1,,RMB,-1.0,"收到,贷款",-1.0,27355.69,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
上海农商银行,上海农商银行,nsShanghai_26~0,nsShanghai_26,SUCCESS,尊敬的客户，您的经营用房贷款（贷款账号尾号为6641XX）本期贷款本息（共{27355.69}元）我行已收到，感谢支持！【上海农商银行】,.*您的.*贷款（贷款账号尾号为.*）本期贷款本息（共{(\d+\.?\d*)}元）我行已收到,,,,,,4.0,PAYOUT,,,,,,-1,27355.69,,,,RMB,,"收到,贷款,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_27~0,nsShanghai_4,SUCCESS,贵司账户4702于12月1日防水材料款转入人民币50000，付款方：王琦。,".*?贵司(.{0,8}[卡户折号])(\d{3,4})(.{0,8}[卡户折号])?.*?(入账|收款[^方账]|银联入账|还款|存入|返款|冲正[^撤扣]|撤销实时转出|收入|转账汇款转入|转入|退货).*?(?!(人民币|RMB|CNY))(-?\d+\.?\d*)(.*?(余额|金额).*?(-?\d+\.?\d*)元?)?",,,,,,3.0,INCOME,,,,,,4702,50000.0,,,,WAI_BI,,"转入,付款,人民币",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
上海农商银行,上海农商银行,nsShanghai_27~0,nsShanghai_27,SUCCESS,贵司账户4702于12月1日防水材料款转入人民币50000，付款方：王琦。,".*贵司账户(\d{3,4})于.*(转入|存入)人民币(\d+\.?\d*)",,,,,,3.0,INCOME,,,,,,4702,50000.0,,,,RMB,,"转入,付款,人民币,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
